,movie,location,year,year_group,latitude,longitude
1696,Prince of Central Park (2000),Central Park (South-End Corner) Manhattan.,2000,2000s,40.7656852,-73.9762334
1697,Prince of Central Park (2000),"Tiffany & Co Store, 727 5th Avenue and East 57th Street, Manhattan.",2000,2000s,40.7602739,-73.967573
1698,Prince of Central Park (2000),"Central Park Carousel, Central Park (near 65th Street) Manhattan.",2000,2000s,40.7741641,-73.9848426
1699,Prince of Central Park (2000),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2000,2000s,40.7787287,-73.9819095
1700,Prince of Central Park (2000),"Boating Lake, Central Park, Manhattan.",2000,2000s,40.7711329,-73.9741874
1701,Prince of Central Park (2000),"The Mall, Central Park, Manhattan.",2000,2000s,40.7723522,-73.9715901
1702,Prince of Central Park (2000),"Battery Park, Manhattan.",2000,2000s,40.7032775,-74.0170279
1703,Prime (2005),"Cherry Hill, Central Park, Manhattan.",2005,2000s,40.7748462,-73.9727014
1704,Prime (2005),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2005,2000s,40.774734,-73.9653844
1705,Prime (2005),"Magnolia Bakery, 401 Bleecker Street and West 11th Street, Manhattan.",2005,2000s,40.7363018,-74.002765
1706,Prime (2005),"Dean & Deluca, 560 Broadway and Prince Street, Manhattan.",2005,2000s,40.724628,-73.9986114
1707,Prime (2005),"Rafi's Apartment, 285 Lafayette Street and Prince Street, Manhattan.",2005,2000s,40.724628,-73.9986114
1708,Prime (2005),"Robert Miller Gallery, 524 West 26th Street and 10th Avenue, Manhattan.",2005,2000s,40.7545942,-73.999152
1709,Prime (2005),"Tompkins Square Park, East 7th Street and Avenue A, Manhattan.",2005,2000s,40.7260554,-73.9835429
1710,Prime (2005),"Prune Restaurant, 54 East 1st Street and 1st Avenue, Manhattan.",2005,2000s,40.7229941,-73.9885251
1711,Prime (2005),"Sushi Mambo, 255 Bleecker Street and Cornelia Street, Manhattan.",2005,2000s,40.7317355,-74.0012683
1712,Prime (2005),"Marquee Nightclub, 289 10th Avenue and West 26th Street, Manhattan.",2005,2000s,40.7475439,-73.9979046
1713,Prime (2005),"Crate and Barrel Store, 611 Broadway and West Houston Street, Manhattan.",2005,2000s,40.7280788,-74.0029707
1714,Prime (2005),"Il Buco Restaurant, 47 Bond Street and Bowery, Manhattan.",2005,2000s,40.725257,-73.9903489
1715,The Pride of the Yankees (1942),"Yankee Stadium, East 161st Street and River Avenue, Bronx.",1942,1940s,40.8276767,-73.9260323
1716,The President's Analyst (1967),7th Avenue (btw West 35th & 36th Streets) Manhattan.,1967,1960s,40.753474,-73.992528
1717,The President's Analyst (1967),"Battery Park, Manhattan.",1967,1960s,40.7032775,-74.0170279
1718,The President's Analyst (1967),"Statue of Liberty, Liberty Island, New York Harbor.",1967,1960s,,
1719,The President's Analyst (1967),"Brooklyn Bridge, Lower East Side, Manhattan.",1967,1960s,40.7047531,-73.9953261
1720,The President's Analyst (1967),"Top of the Rock, 45 Rockefeller Plaza, Manhattan.",1967,1960s,40.7591523,-73.9777136
1721,Premium Rush (2012),Broadway (btw West 55th & 54th Streets) Manhattan.,2012,2010s,39.1611599,-96.6678091
1722,Premium Rush (2012),Broadway (btw West 35th & 36th Streets) Manhattan.,2012,2010s,40.753474,-73.992528
1723,Premium Rush (2012),East 55th Street (btw 3rd & Lexington Avenues) Manhattan.,2012,2010s,40.7830603,-73.9712488
1724,Premium Rush (2012),West 55th Street (btw 5th and 6th Avenues) Manhattan.,2012,2010s,40.7830603,-73.9712488
1725,Premium Rush (2012),"Park Avenue Plaza, 55 East 52nd Street and Park Avenue, Manhattan.",2012,2010s,40.7779534,-73.9589565
1726,Premium Rush (2012),"Security Courier HQ, 540 West 29th Street and 11th Avenue, Manhattan.",2012,2010s,40.7437031,-74.008656
1727,Premium Rush (2012),5th Avenue (btw East 35th and 36th Streets) Manhattan.,2012,2010s,40.753474,-73.992528
1728,Premium Rush (2012),10th Avenue (btw West 18th & 22nd Streets) Manhattan.,2012,2010s,40.7446311,-73.9989763
1729,Premium Rush (2012),"Columbia University, Broadway and West 116th Street, Manhattan.",2012,2010s,40.8050482,-73.956822
1730,Premium Rush (2012),"Columbia Uni Alfred Lerner Hall, Broadway & West 116th Street, Manhattan.",2012,2010s,40.8050482,-73.956822
1731,Premium Rush (2012),"Columbia University, Broadway and West 116th Street, Manhattan.",2012,2010s,40.8050482,-73.956822
1732,Premium Rush (2012),"East 54th Street and Park Avenue, Manhattan.",2012,2010s,40.7597239,-73.9722467
1733,Premium Rush (2012),"Broadway and West 141st Street, Harlem.",2012,2010s,40.8238741,-73.9522108
1734,Premium Rush (2012),Broadway (btw West 141st and 137th Streets) Harlem.,2012,2010s,40.8183979,-73.946979
1735,Premium Rush (2012),Broadway (btw West 135th and 131st Streets) Harlem.,2012,2010s,40.8142863,-73.9492911
1736,Premium Rush (2012),"West 99th Street and Broadway, Manhattan.",2012,2010s,40.7965672,-73.9702958
1737,Premium Rush (2012),"Car Park, East 53rd Street (bwt 1st & 2nd Avenues) Manhattan.",2012,2010s,40.7830603,-73.9712488
1738,Premium Rush (2012),"Police Station, 30 West 16th Street (btw 5th & 6th Avenues) Manhattan.",2012,2010s,40.7830603,-73.9712488
1739,Premium Rush (2012),"7  Eldridge Street and Division Street, Manhattan.",2012,2010s,40.714295,-73.9939834
1740,Premium Rush (2012),"6  Eldridge Street and Division Street, Manhattan.",2012,2010s,40.714295,-73.9939834
1741,Premium Rush (2012),"Forsyth Street and Henry Street, Manhattan.",2012,2010s,40.7130596,-73.9935632
1742,Premium Rush (2012),"Zingone Bros., 471 Columbus Avenue & West 83rd Street, Manhattan.",2012,2010s,40.7857376,-73.9764445
1743,Premium Rush (2012),Central Park West (btw West 82nd & 83rd Streets) Manhattan.,2012,2010s,40.7759634,-73.9533614
1744,Premium Rush (2012),"West 83rd Street and Central Park West, Manhattan.",2012,2010s,40.7833492,-73.9707796
1745,Premium Rush (2012),"Nima's Apartment, 540 West 112th Street and Broadway, Manhattan.",2012,2010s,40.8054183,-73.9656807
1746,Premium Rush (2012),"Nail Spa, 580 Amsterdam Avenue and West 88th Street, Manhattan.",2012,2010s,40.7890023,-73.9740865
1747,Premium Rush (2012),Amsterdam Avenue (btw West 88th & 89th Streets) Manhattan.,2012,2010s,40.7798082,-73.9503372
1748,Premium Rush (2012),"Amsterdam Avenue and West 108th Street, Manhattan.",2012,2010s,40.801741,-73.96476
1749,Premium Rush (2012),"West Drive, Central Park, Manhattan.",2012,2010s,40.7835625,-73.968088
1750,Premium Rush (2012),"Columbus Circle and Broadway, Manhattan.",2012,2010s,40.7682872,-73.9822662
1751,Premium Rush (2012),"Broadway and West 54th Street, Manhattan.",2012,2010s,40.7640527,-73.9825207
1752,Premium Rush (2012),West 28th Street (btw 6th & 7th Avenues) Manhattan.,2012,2010s,40.7830603,-73.9712488
1753,Premium Rush (2012),"Joe's Bar, 520 East 6th Street (btw Avenue A and B) Manhattan.",2012,2010s,40.7830603,-73.9712488
1754,Premium Rush (2012),"Subway, College Walk and Broadway, Manhattan.",2012,2010s,40.759011,-73.9844722
1755,Premium Rush (2012),7th Avenue (btw West 50th & 49th Streets) Manhattan.,2012,2010s,40.7621437,-73.9877012
1756,Premium Rush (2012),"Pell Street and Mott Street, Manhattan.",2012,2010s,40.714979,-73.9988685
1757,Premium Rush (2012),"Restaurant, 13 Doyers Street and Pell Street, Manhattan.",2012,2010s,40.7148064,-73.9980331
1758,Spread (2009),"Diner, 383 Dr.Martin Luther King Jr. Boulevard & Morningside Avenue, Harlem.",2009,2000s,40.8081908,-73.9563369
1759,The Possession of Joel Delaney (1972),"Norah’s apartment, 154 East 74th Street and Lexington Avenue, Manhattan.",1972,1970s,40.773008,-73.96032
1760,The Possession of Joel Delaney (1972),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",1972,1970s,40.7127837,-74.0059413
1761,The Possession of Joel Delaney (1972),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1972,1970s,40.7736326,-73.9874643
1762,The Possession of Joel Delaney (1972),"Santa Barbara Drugs Store, 120 Audubon Avenue and West 171st Street, Manhattan.",1972,1970s,40.8432448,-73.9391899
1763,Portrait of Jennie (1948),"Robert Burns Statue, Central Park (Near 65th Street) Manhattan.",1948,1940s,40.7741641,-73.9848426
1764,Portrait of Jennie (1948),"Dairy (Mid Park at 65th Street) Central Park, Manhattan.",1948,1940s,40.7741641,-73.9848426
1765,Portrait of Jennie (1948),"Pond, Central Park (South East Corner) Manhattan.",1948,1940s,40.7830603,-73.9712488
1766,Portrait of Jennie (1948),"Rialto Theater, 1481 Broadway and West 42nd Street, Manhattan.",1948,1940s,40.758034,-73.9917031
1767,Portrait of Jennie (1948),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1948,1940s,40.7787287,-73.9819095
1768,Portrait of Jennie (1948),"The Mall, Central Park, Manhattan.",1948,1940s,40.7723522,-73.9715901
1769,Portrait of Jennie (1948),"Brooklyn Bridge, Lower East Side, Manhattan.",1948,1940s,40.7047531,-73.9953261
1770,Port of New York (1949),Lower Manhattan (btw Hudson River and East River) Manhattan.,1949,1940s,40.7830603,-73.9712488
1771,Port of New York (1949),"Alexander Hamilton U.S. Custom House, 1 Bowling Green and Broadway, Manhattan.",1949,1940s,40.759011,-73.9844722
1772,Port of New York (1949),"United States Courthouse, 40 Centre Street and Foley Square, Manhattan.",1949,1940s,37.3577661,-77.4474218
1773,Port of New York (1949),"Columbus Circle and Central Park West, Manhattan.",1949,1940s,40.7682791,-73.9814387
1774,Port of New York (1949),"Canal Street Station, Canal Street and Broadway, Manhattan.",1949,1940s,40.759011,-73.9844722
1775,Port of New York (1949),"Pennsylvania Station, 8th Avenue and West 34th Street, Manhattan.",1949,1940s,40.7530734,-73.9955337
1776,The Pope of Greenwich Village (1984),"Butcher's Shop, 149 Sullivan Street and West Houston Street, Manhattan.",1984,1980s,40.7280788,-74.0029707
1777,The Pope of Greenwich Village (1984),"Sullivan Street and West Houston Street, Manhattan.",1984,1980s,40.7277202,-74.0013528
1778,The Pope of Greenwich Village (1984),"Cheese Shop, 156 Sullivan Street and West Houston Street, Manhattan.",1984,1980s,40.7280788,-74.0029707
1779,The Pope of Greenwich Village (1984),"Bakery Shop, 152 Sullivan Street and West Houston Street, Manhattan.",1984,1980s,40.7280788,-74.0029707
1780,The Pope of Greenwich Village (1984),"Sullivan Street and West Houston Street, Manhattan.",1984,1980s,40.7277202,-74.0013528
1781,The Pope of Greenwich Village (1984),"DeSalvio Playground, Mulberry Street and Spring Street, Manhattan.",1984,1980s,41.4304236,-87.9883293
1782,The Pope of Greenwich Village (1984),"New Dock Street (East River) and Water Street, Brooklyn.",1984,1980s,42.1072755,-84.2469113
1783,The Pope of Greenwich Village (1984),"Bar, 176 Mulberry street and Broome Street, Manhattan.",1984,1980s,40.7193626,-73.9942698
1784,The Pope of Greenwich Village (1984),"Bar, 51 Spring Street and Mulberry Street, Manhattan.",1984,1980s,40.7193269,-73.9973174
1785,The Pope of Greenwich Village (1984),"Spring Street and Mulberry Street, Manhattan.",1984,1980s,40.7219625,-73.9962713
1786,A Policewoman in New York (1981),"New Dock Street (East River) and Water Street, Brooklyn.",1981,1980s,42.1072755,-84.2469113
1787,A Policewoman in New York (1981),"Park Avenue, Manhattan.",1981,1980s,40.7779534,-73.9589565
1788,A Policewoman in New York (1981),"Columbus Circle and Central Park West, Manhattan.",1981,1980s,40.7682791,-73.9814387
1789,A Policewoman in New York (1981),"Gapstow Bridge, Central Park, Manhattan.",1981,1980s,40.7669254,-73.9737939
1790,Please Give (2010),"Spa, 181 7th Avenue and West 21st Street, Manhattan.",2010,2010s,40.744009,-73.999422
1791,Please Give (2010),"Boutique, 281 Mott Street (btw East Houston Street and Prince Street) Manhattan.",2010,2010s,40.724628,-73.9986114
1792,Please Give (2010),"Kate and Alex's Apartment, 43 5th Avenue and East 11th Street, Manhattan.",2010,2010s,40.7293534,-73.9840123
1793,Please Give (2010),"East 11th Street and 5th Avenue, Manhattan.",2010,2010s,40.7340256,-73.9950724
1794,Please Give (2010),Mott Street (btw East Houston Street and Prince Street) Manhattan.,2010,2010s,40.724628,-73.9986114
1795,Please Give (2010),"Jeans Store, 111 Greene Street (btw Prince Street and Spring Street) Manhattan.",2010,2010s,41.4304236,-87.9883293
1796,Please Don't Eat the Daisies (1960),"Sardi's Restaurant, 234 West 44th Street and 7th Avenue, Manhattan.",1960,1960s,40.73658,-74.0011456
1797,Plaza Suite (1971),"5th Avenue and East 50th Street, Manhattan.",1971,1970s,40.7585378,-73.9771928
1798,Plaza Suite (1971),George Washington Bridge.,1971,1970s,40.8516158,-73.9523621
1799,Plaza Suite (1971),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1971,1970s,40.7828647,-73.9653551
1800,"Planes, Trains & Automobiles (1987)","East 54th Street and Park Avenue, Manhattan.",1987,1980s,40.7597239,-73.9722467
1801,"Planes, Trains & Automobiles (1987)",Park Avenue (btw East 52nd and 53rd Street) Manhattan.,1987,1980s,40.7641748,-73.9847444
1802,Pillow Talk (1959),"Rockefeller Center, 5th Avenue and East 51st Street, Manhattan.",1959,1950s,40.7562723,-73.9698798
1803,The Pill (2011),"Pharmacy, 1103 Lexington Avenue and East 77th Street, Manhattan.",2011,2010s,40.7729586,-73.9582543
1804,The Pill (2011),"East 41st Street and Tudor City Place, Manhattan.",2011,2010s,40.748407,-73.970937
1805,The Pill (2011),"Choices Book Shop, 220 East 78th Street (btw 2nd & 3rd Avenues) Manhattan.",2011,2010s,40.7830603,-73.9712488
1806,The Pill (2011),"Fred's Apartment, 152 East 44th Street and Lexington Avenue, Manhattan.",2011,2010s,40.773008,-73.96032
1807,The Pill (2011),"Oren's Daily Roast, 985 Lexington Avenue and East 71st Street, Manhattan.",2011,2010s,40.7681348,-73.9588894
1808,The Pill (2011),East 44th Street (btw Lexington Avenue & 3rd Avenue) Manhattan.,2011,2010s,40.7684404,-73.9615733
1809,Pieces of April (2003),"April's Apartment, 141 Ridge Street and Stanton Street, Manhattan.",2003,2000s,40.720757,-73.9861608
1810,Pieces of April (2003),"4th Avenue and East 14th Street, Manhattan.",2003,2000s,40.7344163,-73.9899024
1811,Picture Perfect (1997),"Kate's Apartment, 301 West 21st Street and 8th Avenue, Manhattan.",1997,1990s,40.8165192,-73.9465432
1812,Picture Perfect (1997),"West 21st Street and 8th Avenue, Manhattan.",1997,1990s,40.744009,-73.999422
1813,Picture Perfect (1997),"Madison Avenue and East 42nd Street, Manhattan.",1997,1990s,40.7528072,-73.9792702
1814,Picture Perfect (1997),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",1997,1990s,40.7127837,-74.0059413
1815,Pickup on South Street (1953),"Broome Street and Centre Street, Manhattan.",1953,1950s,40.7208259,-73.9976636
1816,Pickup on South Street (1953),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",1953,1950s,40.7127837,-74.0059413
1817,The Pick-up Artist (1987),Columbus Avenue (btw West 74th and 75th Street) Manhattan.,1987,1980s,40.7707563,-73.9569408
1818,The Pick-up Artist (1987),"Columbus Avenue and West 75th Street, Manhattan.",1987,1980s,40.7793756,-73.9773846
1819,The Pick-up Artist (1987),"Jack’s Brownstone, 43 West 73rd Street and Columbus Avenue, Manhattan.",1987,1980s,40.7854736,-73.9729361
1820,The Pick-up Artist (1987),"West 73rd Street and Columbus Avenue, Manhattan.",1987,1980s,40.7781103,-73.9783086
1821,The Pick-up Artist (1987),Columbus Avenue (btw West 73rd and 74th Street) Manhattan.,1987,1980s,40.7701235,-73.9574128
1822,The Pick-up Artist (1987),"Cherry Hill, Central Park, Manhattan.",1987,1980s,40.7748462,-73.9727014
1823,The Pick-up Artist (1987),"Natural History Museum, Central Park West and 79th Street, Manhattan.",1987,1980s,40.7813241,-73.9739882
1824,Pi (1998),"Subway, East Broadway and Rutgers Street, Manhattan.",1998,1990s,40.7126587,-73.9900231
1825,Pi (1998),"East Broadway and Rutgers Street, Manhattan.",1998,1990s,40.7140565,-73.9902176
1826,Phone Booth (2002),"Times Square, Manhattan.",2002,2000s,40.759011,-73.9844722
1827,Phileine zegt sorry (2003),"Crosby Street and Prince Street, Manhattan.",2003,2000s,40.7238833,-73.9969553
1828,Phileine zegt sorry (2003),"Phileine's Apartment, 114 Crosby Street and Prince Street, Manhattan.",2003,2000s,40.724628,-73.9986114
1829,Phileine zegt sorry (2003),"Rice to Riches Restaurant, 37 Spring Street (btw Mulberry Street and Mott Street) Manhattan.",2003,2000s,40.7190465,-73.9964841
1830,Phileine zegt sorry (2003),"Park Ave. Hotel, 1813 Park Avenue (btw East 124th and 125th Street) Manhattan.",2003,2000s,40.8107835,-73.9525929
1831,Phileine zegt sorry (2003),"Park Avenue and East 125th Street, Manhattan.",2003,2000s,40.8051304,-73.9391832
1832,Phileine zegt sorry (2003),"Bar, 249 Centre Street (btw Broome Street and Grand Street) Manhattan.",2003,2000s,40.717664,-73.9922279
1833,Phileine zegt sorry (2003),"Times Square, Manhattan.",2003,2000s,40.759011,-73.9844722
1834,Spread (2009),"Greenhouse Nightclub, 150 Varick Street and Vandam Street, Manhattan.",2009,2000s,40.7264452,-74.0057271
1835,Peter and Vandy (2009),"Seating Area, Lafayette Street and Worth Street, Manhattan.",2009,2000s,40.7159338,-74.0037712
1836,Peter and Vandy (2009),"Morris Pesin Drive, Liberty State Park.",2009,2000s,40.6930717,-74.0568805
1837,Permanent Vacation (1980),"Battery Park, Manhattan.",1980,1980s,40.7032775,-74.0170279
1838,Perfume (2001),"Spring Street and Crosby Street, Manhattan.",2001,2000s,40.7226717,-73.9979707
1839,Perfume (2001),"Anthony's Apartment, 75 Spring Street and Crosby Street, Manhattan.",2001,2000s,40.7226717,-73.9979707
1840,Perfume (2001),"Jeffrey Store, 449 West 14th Street and Washington Street, Manhattan.",2001,2000s,45.8574023,-111.3236956
1841,Perfume (2001),Fulton Ferry Pier (Near Brooklyn Bridge) Brooklyn.,2001,2000s,40.6927004,-74.001551
1842,Perfume (2001),"Washington Street and West 14th Street, Manhattan.",2001,2000s,40.7416331,-74.0070149
1843,Perfume (2001),"9th Avenue and Little West 12th Street, Manhattan.",2001,2000s,40.739631,-74.0063583
1844,Perfume (2001),"Times Square, Manhattan.",2001,2000s,40.759011,-73.9844722
1845,Perfect Stranger (2007),"Rowena Price's Apartment, 2109 Broadway and West 73rd Street, Manhattan.",2007,2000s,40.7792284,-73.9809439
1846,Perfect Stranger (2007),"Hill Enterprises, Barclay Street, Financial District, Manhattan.",2007,2000s,40.7133398,-74.0110007
