,movie,location,year,year_group
4237,Donnie Brasco (1997),"Bar, 176 Mulberry street and Broome Street, Manhattan.",1997,1990s
4238,Donnie Brasco (1997),"Queensboro Bridge, East 59th Street, Manhattan.",1997,1990s
4239,Donnie Brasco (1997),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",1997,1990s
4240,Donnie Brasco (1997),Kenmare Street (btw Mulberry Street and Mott Street) Manhattan.,1997,1990s
4241,Don Jon (2013),"Washington Square Gardens, Greenwich Village, Manhattan.",2013,2010s
4242,Don Jon (2013),"Allen Street and Rivington Street, Manhattan.",2013,2010s
4243,The Dogs of War (1980),"Fort Washington Avenue and West 181st Street, Washington Heights.",1980,1980s
4244,The Dogs of War (1980),"Queensboro Bridge, East 59th Street, Manhattan.",1980,1980s
4245,Dog Day Afternoon (1975),"Bank, 285 Prospect Park West (btw 17th and 18th Streets) Brooklyn.",1975,1970s
4246,Dinner Rush (2000),"Gigino Trattoria Restaurant, 323 Greenwich Street and Duane Street, Manhtattan.",2000,2000s
4247,Die Hard: With a Vengeance (1995),"6th Avenue and West 21st Street, Manhattan.",1995,1990s
4248,Die Hard: With a Vengeance (1995),"Zeus Shop, 186 Audubon Avenue (btw West 174th & 175th Streets) Harlem.",1995,1990s
4249,Die Hard: With a Vengeance (1995),"Audubon Avenue and West 175th Street, Harlem.",1995,1990s
4250,Die Hard: With a Vengeance (1995),"72nd Street Subway Station, West 72nd and Broadway, Manhattan.",1995,1990s
4251,Die Hard: With a Vengeance (1995),Central Park South (btw 7th Avenue and Columbus Circle) Manhattan.,1995,1990s
4252,Die Hard: With a Vengeance (1995),"Federal Reserve Bank of New York, 33 Liberty Street, Manhattan.",1995,1990s
4253,Die Hard: With a Vengeance (1995),"Tompkins Square Park, East 7th Street and Avenue A, Manhattan.",1995,1990s
4254,Die Hard: With a Vengeance (1995),"Columbus Circle and Central Park West, Manhattan.",1995,1990s
4255,Die Hard: With a Vengeance (1995),"Yankee Stadium, East 161st Street and River Avenue, Bronx.",1995,1990s
4256,Die Hard: With a Vengeance (1995),"Subway, East 8th Street and Broadway, Manhattan.",1995,1990s
4257,Die Hard: With a Vengeance (1995),"School, West 176th Street and Saint Nicholas Avenue, Washington Heights.",1995,1990s
4258,Did You Hear About the Morgans? (2009),"Paul Morgan's Office, 601 Lexington Avenue and East 53rd Street, Manhattan.",2009,2000s
4259,Did You Hear About the Morgans? (2009),"Time Warner Center, 10 Columbus Circle and Broadway, Manhattan.",2009,2000s
4260,Did You Hear About the Morgans? (2009),"Restaurant Daniel, 60 East 65th Street and Park Avenue, Manhattan.",2009,2000s
4261,Did You Hear About the Morgans? (2009),"Roma Pizza Shop, 1568 3rd Avenue and East 88th Street, Manhattan.",2009,2000s
4262,The Dictator (2012),5th Avenue (btw East 57th and 54th Streets) Manhattan.,2012,2010s
4263,The Dictator (2012),"Roosevelt Hotel, East 45th Street & Madison Avenue, Manhattan.",2012,2010s
4264,The Dictator (2012),"United Nations, 1st Avenue and East 45th Street, Manhattan.",2012,2010s
4265,The Dictator (2012),"2nd Avenue and East 10th Street, Manhattan.",2012,2010s
4266,The Dictator (2012),"Shop, 7 - 9 West 30th Street (btw 5th Avenue & Broadway) Manhattan.",2012,2010s
4267,The Dictator (2012),"Apple Store, 1980 Broadway and West 67th Street, Manhattan.",2012,2010s
4268,The Dictator (2012),"Marcy Avenue Station, Broadway and Marcy Avenue, Brooklyn.",2012,2010s
4269,The Dictator (2012),"Rooftop Garden, Eagle Street and Franklin Street, Brooklyn.",2012,2010s
4270,The Dictator (2012),"Times Square, Manhattan.",2012,2010s
4271,The Dictator (2012),"Queensboro Bridge, East 59th Street, Manhattan.",2012,2010s
4272,The Devil Wears Prada (2006),"Andrea's Apartment, 252 Broome Street and Orchard Street, Manhattan.",2006,2000s
4273,The Devil Wears Prada (2006),"Bakery, 250 Broome Street and Ludlow Street, Manhattan.",2006,2000s
4274,The Devil Wears Prada (2006),"9th Avenue and West 13th Street, Manhattan.",2006,2000s
4275,The Devil Wears Prada (2006),"Subway, Spring Street and Lafayette Street, Manhattan.",2006,2000s
4276,The Devil Wears Prada (2006),"Runway Magazine HQ, 1221 6th Avenue and West 49th Street, Manhattan.",2006,2000s
4277,The Devil Wears Prada (2006),"Bubby's, 120 Hudson Street and North Moore Street, Manhattan.",2006,2000s
4278,The Devil Wears Prada (2006),"West 39th Street and 7th Avenue, Manhattan.",2006,2000s
4279,The Devil Wears Prada (2006),"Madison Avenue and East 66th Street, Manhattan.",2006,2000s
4280,The Devil Wears Prada (2006),"Craft Restaurant, 43 East 19th Street and Park Avenue, Manhattan.",2006,2000s
4281,The Devil Wears Prada (2006),"Times Square, Manhattan.",2006,2000s
4282,The Devil Wears Prada (2006),"Subway, Lexington Avenue and East 51st Street, Manhattan.",2006,2000s
4283,The Devil Wears Prada (2006),"Coffee Shop, East 16th Street and Union Square West, Manhattan.",2006,2000s
4284,The Devil Wears Prada (2006),"Miranda's Townhouse, 129 East 73rd Street and Lexington Avenue, Manhattan.",2006,2000s
4285,The Devil Wears Prada (2006),"Smith and Wollensky, 797 3rd Avenue and East 49th Street, Manhattan.",2006,2000s
4286,The Devil Wears Prada (2006),"East 55th Street and 5th Avenue, Manhattan.",2006,2000s
4287,The Devil Wears Prada (2006),"The St. Regis Hotel, 2 East 55th Street and 5th Avenue, Manhattan.",2006,2000s
4288,The Devil Wears Prada (2006),"Pond (Near Gapstow Bridge) Central Park, Manhattan.",2006,2000s
4289,The Devil Wears Prada (2006),"Natural History Museum, Central Park West and 79th Street, Manhattan.",2006,2000s
4290,The Devil Wears Prada (2006),"Hermès Store, 690 Madison Avenue and East 62nd Street, Manhattan.",2006,2000s
4291,The Devil Wears Prada (2006),"Madison Avenue and East 62nd Street, Manhattan.",2006,2000s
4292,The Devil Wears Prada (2006),"Cafe, East 21st Street and Broadway, Manhattan.",2006,2000s
4293,The Devil Wears Prada (2006),"Newspaper Offices, 105 Chambers Street and Church Street, Manhattan.",2006,2000s
4294,The Devil Wears Prada (2006),"Lenox Hill Hospital, 100 East 77th Street and Park Avenue, Manhattan.",2006,2000s
4295,The Devil's Own (1997),"Staten Island Ferry, New York Harbour.",1997,1990s
4296,The Devil's Own (1997),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1997,1990s
4297,The Devil's Own (1997),"Old Town Bar, 45 East 18th Street and Park Avenue, Manhattan.",1997,1990s
4298,The Devil's Own (1997),"Duane Street and Lafayette Street, Manhattan.",1997,1990s
4299,The Devil's Advocate (1997),"Surrogate Court Building, 31 Chambers Street & Centre Street, Manhattan.",1997,1990s
4300,The Devil's Advocate (1997),"Subway Station, Chambers Street and Centre Street, Manhattan.",1997,1990s
4301,The Devil's Advocate (1997),"Penta Plaza Office, 180 Maiden Lane and Front Street, Manhattan.",1997,1990s
4302,The Devil's Advocate (1997),"Walker Street and Baxter Street, Manhattan.",1997,1990s
4303,The Devil's Advocate (1997),"Mott Street and Canal Street, Manhattan.",1997,1990s
4304,The Devil's Advocate (1997),"Clothes Store, 458 West Broadway (btw Houston Street & Prince Street) Manhattan.",1997,1990s
4305,The Devil's Advocate (1997),"Kevin's Apartment, 1107 5th Avenue & East 92nd Street, Manhattan.",1997,1990s
4306,The Devil's Advocate (1997),"Alexander's Apartment, 9 West 73rd Street and Central Park West, Manhattan.",1997,1990s
4307,The Devil's Advocate (1997),"Centre Street and Duane Street, Manhattan.",1997,1990s
4308,The Devil's Advocate (1997),"Shop, 1292 Madison Avenue and East 92nd Street, Manhattan.",1997,1990s
4309,The Devil's Advocate (1997),"Pathway (near Jacqueline Kennedy Onassis Reservoir) Central Park, Manhattan.",1997,1990s
4310,The Devil's Advocate (1997),"Park Avenue and East 64th Street, Manhattan.",1997,1990s
4311,The Devil's Advocate (1997),225 East 57th Street (btw 2nd & 3rd Avenues) Manhattan.,1997,1990s
4312,The Devil's Advocate (1997),East 57th Street (btw 2nd & 3rd Avenues) Manhattan.,1997,1990s
4313,The Devil's Advocate (1997),"Central Presbyterian Church, 593 Park Avenue and 64th Street, Manhattan.",1997,1990s
4314,The Devil's Advocate (1997),"Most Holy Redeemer Church, 173 East 3rd Street, Manhattan.",1997,1990s
4315,The Devil's Advocate (1997),"Church of the Heavenly Rest, 2 East 90th Street and 5th Avenue, Manhattan.",1997,1990s
4316,Desperately Seeking Susan (1985),"Bus Terminal, 4211 Broadway and West 178th Street, Hudson Heights.",1985,1980s
4317,Desperately Seeking Susan (1985),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",1985,1980s
4318,Desperately Seeking Susan (1985),"George Washington Bridge, Hudson River, New York.",1985,1980s
4319,Desperately Seeking Susan (1985),St Marks Place (btw 2nd and 3rd Avenues) Manhattan.,1985,1980s
4320,Desperately Seeking Susan (1985),"Battery Park, Manhattan.",1985,1980s
4321,Desperately Seeking Susan (1985),"St Marks Place and 3rd Avenue, Manhattan.",1985,1980s
4322,Desperately Seeking Susan (1985),"Love Saves the Day, 119 2nd Avenue and East 7th Street, Manhattan.",1985,1980s
4323,Desperately Seeking Susan (1985),"University Place and East 13th Street, Manhattan.",1985,1980s
4324,Desperately Seeking Susan (1985),"Times Square, Manhattan.",1985,1980s
4325,Desperately Seeking Susan (1985),West 19th Street (btw 5th and 6th Avenues) Manhattan.,1985,1980s
4326,Desperately Seeking Susan (1985),"Dez’s Apartment, 6 West 19th Street (btw 5th and 6th Avenues) Manhattan.",1985,1980s
4327,Desperately Seeking Susan (1985),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",1985,1980s
4328,Desperately Seeking Susan (1985),"Landmark Cafe, 158 Grand Street and Centre Street, Manhattan.",1985,1980s
4329,Desperately Seeking Susan (1985),"Saint Nicholas Avenue and West 166th Street, Washington Heights.",1985,1980s
4330,Desperately Seeking Susan (1985),"Audubon Ballroom, 3940 Broadway and West 165th Street, Washington Heights.",1985,1980s
4331,Desperately Seeking Susan (1985),"2nd Avenue and East 7th Street, Manhattan.",1985,1980s
4332,Desperately Seeking Susan (1985),"Danceteria, 30 West 21st Street (btw 5th and 6th Avenues) Manhattan.",1985,1980s
4333,Desperately Seeking Susan (1985),18 East 16th Street (btw Union Square West and 5th Avenue) Manhattan.,1985,1980s
4334,Desperately Seeking Susan (1985),"Columbus Park, 67 Mulberry Street and Baxter Street, Manhattan.",1985,1980s
4335,Desperately Seeking Susan (1985),Great Jones Alley (btw Great Jones Street and Bond Street) Manhattan.,1985,1980s
4336,Desperately Seeking Susan (1985),"Cinema, 144 Bleecker Street (btw LaGuardia Place & Thompson Street) Manhattan.",1985,1980s
4337,Desk Set (1957),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1957,1950s
4338,Descent (2007),"Fairleigh Dickinson University, 285 Madison Avenue, Madison, New Jersey.",2007,2000s
4339,The Departed (2006),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2006,2000s
4340,Delivery Man (2013),"Madison Square Garden, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",2013,2010s
4341,Delivery Man (2013),"3rd Avenue and East 56th Street, Manhattan.",2013,2010s
4342,Delivery Man (2013),"Christopher Street and 7th Avenue, Manhattan.",2013,2010s
4343,Delivery Man (2013),"Hotel, 111 East 48th Street & Lexington Avenue, Manhattan.",2013,2010s
4344,Delivery Man (2013),"Park Avenue and East 48th Street, Manhattan.",2013,2010s
4345,Delivery Man (2013),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",2013,2010s
4346,Delivery Man (2013),"Bethesda Terrace (Mid-Park at 72nd Street) Central Park, Manhattan.",2013,2010s
4347,Delivery Man (2013),"Park Way, Brooklyn Heights Promenade, Brooklyn.",2013,2010s
4348,Delirious (1991),"Jack's Townhouse, 1 Gramercy Park West and East 21st Street, Manhattan.",1991,1990s
4349,Delirious (1991),"Jack's Office, 1301 6th Avenue and West 52nd Street, Manhattan.",1991,1990s
4350,Delirious (1991),"Wollman Rink (btw East 62nd & 63rd Street) Central Park, Manhattan.",1991,1990s
4351,Definitely Maybe (2008),"Will Hayes' Apartment, 588 West End Avenue and West 88th Street, Manhattan.",2008,2000s
4352,Definitely Maybe (2008),"1 Walker Street and Beach Street, Manhattan.",2008,2000s
4353,Definitely Maybe (2008),"Gitane Café, 242 Mott Street and Prince Street, Manhattan.",2008,2000s
4354,Definitely Maybe (2008),"Hudson Street and North Moore Street, Manhattan.",2008,2000s
4355,Definitely Maybe (2008),Central Park (South East Corner) Manhattan.,2008,2000s
4356,Definitely Maybe (2008),"Montauk Club, 25 8th Avenue and Lincoln Place, Brooklyn.",2008,2000s
4357,Definitely Maybe (2008),"Odeon Restaurant, 145 West Broadway and Thomas Street, Manhattan.",2008,2000s
4358,Definitely Maybe (2008),East 42nd Street (btw Park Avenue and Lexington Avenue) Manhattan.,2008,2000s
4359,Definitely Maybe (2008),"Grand Hyatt, 109 East 42nd Street and Lexington Avenue, Manhattan.",2008,2000s
4360,Definitely Maybe (2008),"East 66th Street and Madison Avenue, Manhattan.",2008,2000s
4361,Definitely Maybe (2008),"Jewellery Store, 773 Madison Avenue and East 66th Street, Manhattan.",2008,2000s
4362,Definitely Maybe (2008),"Bookshop, 304 West 4th Street and Bank Street, Manhattan.",2008,2000s
4363,Definitely Maybe (2008),"The Mall, Central Park, Manhattan.",2008,2000s
4364,Definitely Maybe (2008),"Zoo, Central Park (near 5th Avenue) Manhattan.",2008,2000s
4365,Definitely Maybe (2008),"April's Apartment, 119 Kent Avenue and N 7th Street, Brooklyn.",2008,2000s
4366,Deep Impact (1998),"Statue of Liberty, Liberty Island, New York Harbor.",1998,1990s
4367,Deep Impact (1998),"Battery Park and the Financial District, Manhattan.",1998,1990s
4368,Deep Impact (1998),"Washington Square Gardens, Greenwich Village, Manhattan.",1998,1990s
4369,Deep Impact (1998),"Brooklyn Bridge, Lower East Side, Manhattan.",1998,1990s
4370,Deep Impact (1998),"Chrysler Building, 405 Lexington Avenue and East 42nd Street, Manhattan.",1998,1990s
4371,Dedication (2007),"Jersey Street and Crosby Street, Manhattan.",2007,2000s
4372,Dedication (2007),"Housing Works Bookstore Cafe, 126 Crosby Street and Prince Street, Manhattan.",2007,2000s
4373,Dedication (2007),"101 Park Avenue and East 40th Street, Manhattan.",2007,2000s
4374,Dedication (2007),"Von Bar, 3 Bleecker Street and Bowery, Manhattan.",2007,2000s
4375,Deconstructing Harry (1997),"190 West 91st Street and Riverside Drive, Manhattan.",1997,1990s
4376,Deconstructing Harry (1997),"West 92nd Street and West End Avenue, Manhattan.",1997,1990s
4377,Deconstructing Harry (1997),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1997,1990s
4378,Deception (2008),"Bryant Park, 6th Avenue and West 40th Street, Manhattan.",2008,2000s
4379,Deception (2008),"Dylan Hotel, 52 East 41st Street and Madison Avenue, Manhattan.",2008,2000s
4380,Deception (2008),"Park Avenue and East 41st Street, Manhattan.",2008,2000s
4381,Deception (2008),"Doyers Street and Pell Street, Manhattan.",2008,2000s
4382,Deceived (1991),"The Saunders Apartment, 38 Vestry Street and Greenwich Street, Manhattan.",1991,1990s
4383,Deceived (1991),"Park Avenue and East 56th Street, Manhattan.",1991,1990s
4384,Death Wish 3 (1985),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",1985,1980s
4385,Death Wish 3 (1985),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",1985,1980s
4386,Death Wish 3 (1985),"Broadway and West 147th Street, Upper Manhattan.",1985,1980s
4387,Death Wish 3 (1985),"Post Office, 3851 Broadway and West 147th Street, Upper Manhattan.",1985,1980s
4388,Death Wish 3 (1985),"Riverside Drive and West 147th Street, Upper Manhattan.",1985,1980s
4389,Death Wish (1974),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens).",1974,1970s
4390,Death Wish (1974),"Paul Kersey's Apartment, 33 Riverside Drive and West 75th Street, Manhattan.",1974,1970s
4391,Death Wish (1974),"Paul Kersey's Architect Office, 2 Park Avenue and East 33rd Street, Manhattan.",1974,1970s
4392,Death Wish (1974),"Steps, Riverside Park and West 99th Street, Manhattan.",1974,1970s
4393,Death Wish (1974),"Cafe, 8th Avenue and West 44th Street, Manhattan.",1974,1970s
4394,Death Valley (1982),"South Street Seaport, East River, Manhattan.",1982,1980s
4395,Death Valley (1982),"Federal Hall National Memorial, 26 Wall Street and Broad Street, Manhattan.",1982,1980s
4396,Death Valley (1982),"Washington Square Gardens, Greenwich Village, Manhattan.",1982,1980s
4397,Death to Smoochy (2002),"Times Square, Manhattan.",2002,2000s
4398,Dead Man Down (2013),"Victor's Apartment, 383 Grand Street and Essex Street, Manhattan.",2013,2010s
4399,Dead Man Down (2013),"Running Track, Essex Street (btw Grand Street & Hester Street) Manhattan.",2013,2010s
4400,Dead Man Down (2013),"Salon, 45 Greene Street and Grand Street, Manhattan.",2013,2010s
4401,Dead Man Down (2013),"Eldridge Street and Division Street, Manhattan.",2013,2010s
4402,Dead Man Down (2013),"88 Division Street and Eldridge Street, Manhattan.",2013,2010s
4403,Day Zero (2007),"Cocktail Lounge, 75 St. Marks Place and 1st Avenue, Manhattan.",2007,2000s
4404,Day Zero (2007),"West 29th Street and 5th Avenue, Manhattan.",2007,2000s
4405,Day Zero (2007),"Times Square, Manhattan.",2007,2000s
4406,The Daytrippers (1996),"Thompson Street and Spring Street, Manhattan.",1996,1990s
4407,The Daytrippers (1996),"79 Thompson Street and Spring Street, Manhattan.",1996,1990s
4408,The Daytrippers (1996),Sullivan Street (btw Prince Street and Spring Street) Manhattan.,1996,1990s
4409,Daylight (1996),"Peninsula Hotel, 700 5th Avenue and West 55th Street, Manhattan.",1996,1990s
4410,Daylight (1996),"Hudson River, Manhattan.",1996,1990s
4411,The Day After Tomorrow (2004),"Statue of Liberty, Liberty Island, New York Harbor.",2004,2000s
4412,The Day After Tomorrow (2004),"Battery Park and the Financial District, Manhattan.",2004,2000s
4413,The Day After Tomorrow (2004),"New York Public Library, 5th Avenue and 42nd Street, Manhattan.",2004,2000s
